0.4807827,0.3802649,0.291246,0.2198305,0.1502688,0.347785,0.2927215,0.2597784,0.2371602,0.421324,0.4055167,0.3981558,0.3966099,0.4885121,0.5124764,0.5314016,0.5460861,0.5494596,0.6005777,0.6359545,0.6631237
0.8037404,0.7870229,0.7304154,0.6713927,0.6258603,0.5288902,0.3743772,0.2772443,0.1860863,0.5001478,0.3249665,0.2076984,0.1009023,0.5181901,0.3541459,0.2475947,0.1473745,0.5675511,0.4608124,0.3882784,0.3159604
1.008764E-06,-0.0644178,-0.1084117,-0.1452134,-0.1838737,-0.103727,-0.153299,-0.1849784,-0.2082867,-0.1079236,-0.1530355,-0.1848905,-0.2094169,-0.1169837,-0.170979,-0.2040217,-0.2263434,-0.1293575,-0.1840772,-0.2075413,-0.2220599
0.4820416,0.3808833,0.2917024,0.2202096,0.1502602,0.3477066,0.2925012,0.2594453,0.2370465,0.4214253,0.4053224,0.3976196,0.3958379,0.4889168,0.512117,0.5306975,0.5452387,0.5501015,0.6003673,0.6354497,0.6625444
0.8015527,0.7861931,0.7298751,0.6703314,0.6251276,0.5290877,0.3739508,0.2756202,0.1839392,0.5003707,0.3252093,0.2074508,0.1004451,0.5178742,0.3539351,0.2476388,0.1481515,0.566388,0.4592589,0.3869817,0.3150471
9.990836E-07,-0.06453978,-0.1087319,-0.1458071,-0.1848179,-0.1041467,-0.1539396,-0.1857642,-0.2091872,-0.1084421,-0.153933,-0.1860358,-0.2107933,-0.1175814,-0.1716864,-0.2048682,-0.227388,-0.1300918,-0.1848988,-0.2086412,-0.2234508
0.482657,0.3813516,0.2929271,0.2219735,0.1508111,0.3489091,0.2939681,0.2607693,0.2383311,0.4226238,0.4057916,0.3980259,0.3965604,0.4901688,0.5140226,0.5335345,0.5487074,0.5512433,0.6025236,0.6378788,0.6646849
0.8022126,0.7885981,0.7333397,0.6739027,0.6292492,0.5335383,0.3816927,0.2844479,0.1931421,0.5040917,0.3302972,0.213543,0.1079593,0.5220926,0.3589991,0.25266,0.1531369,0.5721094,0.4666595,0.3953471,0.3241836
9.834196E-07,-0.0648817,-0.1090356,-0.146083,-0.1852077,-0.1037244,-0.1532669,-0.1853289,-0.2092201,-0.1080988,-0.1531845,-0.1854237,-0.2105117,-0.1173547,-0.1716945,-0.2048772,-0.2274861,-0.1299819,-0.1852346,-0.2089802,-0.2239047
0.4833067,0.3828623,0.2940353,0.2220703,0.1512178,0.3498695,0.2941124,0.2605924,0.2379317,0.4231809,0.4060614,0.3978144,0.395907,0.4902543,0.5144296,0.5332054,0.5478363,0.5508437,0.6022779,0.6371402,0.6636488
