6.369011,6.852876,15.658159,88.481176,4.52036,2.585622,89.634814,123.332544,62.400143,85.617478,127.886208,35.384614,78.801737,125.583583,40.217327,0.000000
11.002659,12.925329,15.36159,78.621102,2.930151,2.18878,78.462717,170.147131,21.334403,75.236142,149.014538,23.985101,71.878534,156.497343,19.476105,0.000000
24.643951,21.096833,19.651638,45.827713,3.165656,2.978742,23.748337,160.466543,15.101813,22.57087,149.330367,17.683621,39.465199,140.577976,20.986617,0.000000
23.80924,19.516397,20.49427,45.503113,3.615559,3.197416,23.32634,162.110634,14.298282,22.426696,149.602202,17.455993,39.787843,139.597308,21.528636,0.000000
22.235615,21.722618,20.947977,52.606641,2.866616,4.041149,39.518566,174.074818,3.174974,31.732363,161.075722,10.774185,40.016738,151.194313,17.740475,0.000000
22.747306,21.846682,19.700956,52.645654,3.000576,4.448385,39.990846,175.813498,4.209055,32.053232,159.441727,11.922093,39.836756,148.909602,19.681806,0.000000
19.951127,24.003387,19.848448,56.019848,3.141138,4.686698,47.845668,176.395183,4.344268,44.054057,160.426669,12.978,49.5029,151.916096,19.825231,0.000000
9.577425,15.832379,13.27401,70.708363,0.263989,3.711812,70.011619,166.256988,15.734045,65.951948,159.296753,16.695782,62.744602,162.573967,12.252189,0.000000
9.498696,14.265878,15.014401,69.857507,1.05053,3.681947,68.534788,163.548659,18.914923,65.367839,158.224005,16.271833,63.812656,161.750281,13.838873,0.000000
9.120251,15.231561,15.105614,70.449918,0.78337,3.686163,69.597493,161.988059,18.95168,66.016023,157.026269,17.585936,63.628973,160.45222,14.262925,0.000000
9.314152,12.211676,11.120239,76.242493,2.711134,3.840992,77.109956,171.919736,15.342001,74.883898,159.036507,16.579155,73.392043,162.748822,13.942026,0.000000
9.919718,12.926652,11.290265,76.951577,2.385403,3.9943,78.657192,170.933905,15.589464,76.661017,158.146829,17.19815,74.928509,161.349228,14.781233,0.000000
11.38847,13.113342,13.720927,75.759228,2.451717,3.812894,75.758929,175.283452,15.981144,73.045633,158.579133,17.349003,72.065217,160.858729,15.6337,0.000000
9.733115,13.124868,10.893857,75.788674,2.18635,3.856421,75.598402,172.516608,14.712622,73.148097,158.548821,17.150778,71.921977,161.276175,15.177599,0.000000
10.639933,12.963058,9.678827,77.393862,2.820489,3.034282,78.70215,173.256723,15.665485,76.435627,157.466128,17.415116,74.301644,162.373581,14.484446,0.000000
10.523854,13.227893,14.615387,77.440438,2.095153,3.51035,77.066059,174.457228,15.39173,73.929962,156.673171,18.051744,72.568636,158.114849,16.394809,0.000000
9.580976,11.830981,13.717463,75.348537,2.489314,4.221899,75.080391,173.456794,16.76066,72.2661,157.804968,17.339459,71.400759,161.015887,15.209834,0.000000
12.817813,13.781724,13.517753,77.125303,3.911144,4.054148,77.471812,171.599616,18.280685,74.638186,153.699494,19.03369,72.554584,158.121886,17.074849,0.000000
12.742635,14.720161,11.893621,80.643311,3.109366,3.089193,80.732222,174.727757,16.961515,76.925796,155.108307,19.486154,73.796749,160.58617,15.990583,0.000000
11.345857,11.542824,15.872866,84.27687,4.2968,3.858509,83.324267,169.305997,17.462799,80.351331,150.129474,20.982324,77.210901,154.558471,18.549492,0.000000
13.363322,12.260361,13.465892,84.163946,5.752948,3.545663,83.890253,165.924652,19.026063,81.100046,148.07215,21.494433,77.371371,154.203009,18.814265,0.000000
10.662092,10.701094,17.136681,82.400738,4.464938,3.464529,82.081813,168.114637,17.142164,78.478996,149.153517,20.218009,75.783235,151.166646,19.638192,0.000000
16.81574,11.406209,13.121065,82.245545,8.935963,3.463982,82.559534,159.494505,21.874594,80.664056,142.5008,22.821357,77.560985,148.607798,21.394429,0.000000
10.23394,11.013789,16.475301,84.686922,4.01696,2.708966,84.034248,170.965263,17.352769,81.193231,147.711045,20.208109,77.83145,150.285972,19.263805,0.000000
18.147405,7.239619,10.699549,60.129619,2.658657,1.356148,70.440683,131.512905,31.896178,47.009193,124.301389,33.651014,20.996976,140.502825,21.623557,1.000000
17.984249,6.148596,9.37808,60.718457,2.458138,2.038436,70.634604,131.37324,32.099647,47.551056,124.840843,33.179136,21.394098,141.582699,20.854891,1.000000
18.147341,6.077857,9.469692,60.567029,2.054991,1.514177,69.249558,132.260466,31.627707,45.330493,126.703192,33.147553,19.893249,143.946106,20.735819,1.000000
18.00056,5.754975,9.792106,60.246639,2.009637,1.742855,71.461003,128.362655,34.014911,49.076763,122.705072,34.51783,22.319188,140.248681,21.065132,1.000000
18.553931,6.247137,9.709892,59.277029,2.724746,2.226273,72.023996,126.366246,35.726949,49.831997,121.067495,35.279259,21.329284,139.459743,22.848258,1.000000
18.29606,6.111783,10.015234,60.668688,2.075843,2.477016,71.45835,129.23694,33.325591,48.822489,123.034081,34.227282,21.819564,140.782985,21.25682,1.000000
18.569406,6.261206,10.113675,60.395134,2.193272,2.137796,70.638713,131.323352,31.96006,46.989339,124.81718,33.878165,19.337579,142.89581,21.334922,1.000000
17.378612,5.754076,10.15223,61.360556,2.058786,1.945532,72.108636,129.735216,32.308404,48.768446,123.454567,34.922804,18.331454,142.073955,22.20318,1.000000
17.478767,6.320781,10.660642,60.515766,2.741908,1.859986,70.496205,130.577724,32.844057,44.986511,123.913969,34.901945,18.652524,143.371524,20.682883,1.000000
16.602306,6.817435,10.177779,61.063537,3.154506,3.60559,72.088938,126.391513,34.390865,48.086878,119.084942,37.537506,16.143137,141.126822,22.36176,1.000000
15.821968,4.009741,10.39933,62.282671,3.634451,5.735987,77.871524,121.894751,33.21701,52.869334,114.154394,37.233872,18.645174,137.558653,18.496518,1.000000
15.432308,3.810478,10.972321,61.872089,4.983229,5.884841,75.560435,121.235745,33.161867,50.918858,114.871667,36.189541,19.086078,136.662668,18.722495,1.000000
14.915275,3.770493,9.612038,62.057919,4.49782,5.362919,75.211229,121.656673,31.162001,49.005678,117.446776,34.449233,18.114045,137.79613,18.443237,1.000000
14.602447,2.347107,9.28578,61.709714,4.945316,6.176182,76.221688,118.807204,31.181476,52.475162,113.186008,35.040568,19.012821,132.747607,21.442233,1.000000
14.127212,1.541269,8.54017,60.913164,5.156188,6.809025,68.980288,127.731953,24.461449,42.989629,121.978863,28.960587,22.855465,133.015663,17.153471,1.000000
13.775571,1.069089,9.478893,62.991441,4.519916,5.503513,71.154517,124.753951,25.841447,43.39707,119.926889,29.999254,18.142396,134.527571,18.185794,1.000000
13.902887,1.298488,9.630941,61.804891,4.513364,6.910523,70.799082,124.744122,26.979679,46.35922,118.200802,31.138139,20.190632,132.759347,18.453753,1.000000
13.899892,1.210282,9.594457,61.402505,4.642238,7.016526,70.707151,124.189945,26.610398,46.498652,117.212701,30.839246,21.914916,131.636084,17.818992,1.000000
14.425435,1.445743,8.187035,59.667943,6.048624,7.098357,64.65215,130.856139,20.049964,38.772988,123.619507,25.722767,28.709749,127.184198,13.693816,1.000000
14.612551,1.204316,8.081169,61.391599,6.592056,6.337823,62.725915,132.261372,19.205476,36.4458,123.330585,25.708409,35.248078,119.396903,14.091787,1.000000
14.768099,1.772334,9.631482,63.548589,5.917037,6.21763,67.885894,125.53157,22.239041,46.469617,113.085446,28.872985,43.012744,111.263788,16.296448,1.000000
